title;relevancy;engagement;activity
bir milyon canli para;0.02192639;0.049578059;
bir olu diriltme hakki verseler diriltilecek kisi;0.000783085;0.030590717;
bir oturusta okunan kitaplar;0.001566171;0.035626786;
bir sevgilide olmasi gerekenler;0.003132341;0.025044236;
bir sevgiliye ihtiyac duyulan anlar;0.000783085;0.022458146;
bir sey abartirken kullanilan sayi;0;0.035490676;
bir sinemada yasanabilecek en dumur olaylar;0.001566171;0.016469307;
bir sms e iki kontorun gittigi donemler;0.002349256;0.024091466;
bir turk kadininin taciz gunlugu;0.005481597;0.024669933;
bir ulkenin geri kalmis oldugunu anlama yollari;0.02192639;0.102558868;
bir universitede yasanabilecek en dumur olaylar;0.003915427;0.060058527;
bir yazarin butun kitaplarini okumak;0.001566171;0.019940112;
bir yil icinde tanisip nisanlanip evlenen insanlar;0;0.030182387;
bir zamanlar anadolu da;0.045418951;0.036851776;
bira;0.13155834;0.051483599;
bira.fm;0.014095536;0.024159521;
biranin yaninda iyi gidenler;0.003132341;0.047876684;
biraz da kitaplar bizi okusun;0.019577134;0.023717163;
birbirine benzeyen unluler;0.016444792;0.124948959;
birbiriyle alakasiz iki kisi bulma sanati;0.004698512;0.013134613;
birden fazla seyredilebilirligi olan filmler;0.004698512;0.02960392;
birdman;0.020360219;0.02688172;
bireysel emeklilik;0.006264683;0.030386552;
birgun;0.088488645;0.016775555;
birine haddinden fazla deger vermek;0.000783085;0.018476929;
birini gercekten sevmek;0.001566171;0.020450524;
birini tanimanin en iyi yolu;0.000783085;0.069211923;
birini unutmanin en iyi yolu;0.000783085;0.017013747;
birlikte icki icmek istenen roman karakterleri;;0.046685722;
birlikte mutlu olunamayacak insan;0.001566171;0.01711583;
birsen tezer;0.050900548;0.021641486;
bisiklet;0.071260767;0.032258065;
bisiklet yolunda piknik yapan aile;0.002349256;0.016060977;
bitcoin;0.014095536;0.018851232;
bittiginde oha dedirten filmler;0.004698512;0.043282973;
biz gevsek olabiliriz ama ruslarin korumasi yok mu;0.001566171;0.017660269;
biz hic karin kasi sevemeyecek miyiz;0.003915427;0.01657139;
bjk carsi;0.036805012;0.053457193;
bjork;0.05559906;0.014835987;
black;0.066562255;0.017285967;
black mirror;0.07595928;0.048319042;
black swan;0.038371182;0.033857357;
blackberry;0.052466719;0.020756771;
blake griffin;0.021143305;0.013270723;
bleach;0.031323414;0.01521029;
bluesman;0.017227878;0.007452021;
bmw;0.086922475;0.019429699;
boardwalk empire;0.053249804;0.012522118;
bob dylan;0.084573218;0.014767932;
bodrum;0.115113547;0.023581053;
boga burcu erkegi;0.040720439;0.027664353;
boga burcu kadini;0.019577134;0.019225534;
bogazici koprusu nde bogazi kesilen asker;0;0.024057438;
bogazici universitesi;0.085356304;0.045562815;
bogdan tanjevic;0.024275646;0.013202668;
bohemian rhapsody;0.05559906;0.016265142;
bomonti;0.045418951;0.022696339;
bonzai;0.036021926;0.020654689;
borsa istanbul;0.004698512;0.018783177;
borussia dortmund;0.093970243;0.021063019;
bosalmadan 52 dakika sevisebilen erkek;0.000783085;0.020688716;
bosalmadan 90 dakika sevisebilen erkek;0.005481597;0.031305295;
bosanma oranlarinin artma sebepleri;0.003915427;0.034605962;
bosanmak;0.015661707;0.028004628;
bosanmis bir kadinla evlenmek;0.001566171;0.024227576;
boyu 1.50 olan kizlar;0.000783085;0.017490132;
bozcaada;0.026624902;0.030318497;
brad pitt;0.148786218;0.020110249;
breaking bad;0.180892717;0.124676739;
britney spears;0.093970243;0.016775555;
bruno alves;0.057948316;0.023751191;
bu basliga 1453 entry giriyoruz;0;0.004627739;
bu kalp seni unutur mu;0.046985121;0.010752688;
bu tarz benim;0.050117463;0.055566898;
bu zamanda 0 km kiz bulmak;0.001566171;0.017864434;
budapeste;0.028974158;0.024295631;
bugun ne giysem;0.0321065;0.017728324;
bugun yapilan en cilgin sey;0;0.034912209;
bugune kadar kurulmus en guzel soru cumlesi;0;0.031951817;
bugunku bilgi ile 2000 yil once yasamak;0.000783085;0.019906084;
bulent arinc;0.17541112;0.098679733;
bulent ecevit;0.118245889;0.039403838;
bulent ecevit denince akla gelenler;0.000783085;0.019021369;
bulent ersoy;0.156617071;0.042330203;
bulent korkmaz;0.110415035;0.02960392;
bulent ortacgil;0.112764291;0.023478971;
bulent uygun;0.064212999;0.023819246;
bulent yildirim;0.032889585;0.017932489;
bunu bilen liseli degildir;0.028974158;0.033891384;
burak aksak;0.045418951;0.015516537;
burak yilmaz;0.231793265;0.186947053;
burasi seks otobusu degil diyen iett soforu;0.013312451;0.015720702;
burcu bakdur;0.006264683;0.035558731;
burcu esmersoy;0.074393109;0.075132707;
burger king;0.108065779;0.11936845;
burger king vs mcdonald s;0.002349256;0.023478971;
burhan kuzu;0.061080658;0.032564312;
bursa;0.174628034;0.039642031;
bursaspor;0.151918559;0.043623248;
buse terim;0.015661707;0.036273309;
butun entry lerini silen yazarlar listesi;0.044635865;0.049101674;
butun iyi erkeklerin kapilmis olmasi;0.004698512;0.017626242;
butun kitaplari okunasi yazarlar;0;0.033244862;
butun parcalarin guzel oldugu albumler;0.007047768;0.08636178;
buyudukce ozlenen seyler;0.002349256;0.022492174;
buyuk dizilerden buyuk replikler;0.003132341;0.016911665;
buyuk ev ablukada;0.040720439;0.024431741;
buyuk filmlerden buyuk replikler;0.008613939;0.054784266;
buyukada;0.028191073;0.017660269;
buyumek;0.025841817;0.025656731;
cahil insanlarin ortak ozellikleri;0.001566171;0.044235742;
californication;0.061080658;0.022356064;
calikusu;0.057948316;0.024363686;
calisilan pozisyonlar ve maaslari;0.009397024;0.065060569;
call of duty modern warfare 3;0.007047768;0.013406833;
cam kenari bilet almayip cam kenarina oturan insan;0.002349256;0.018783177;
camasir asan cam silen utu yapan evi supuren erkek;0.001566171;0.033108752;
camel;0.073610023;0.023581053;
camlica tepesi ne yapilacak olan dev cami;0.005481597;0.018579012;
can aksoy;0.005481597;0.031951817;
can alici siir dizeleri;0.002349256;0.050837076;
can bonomo;0.053249804;0.048080849;
can dundar;0.176194205;0.072002178;
can sikintisi;0.034455756;0.023172724;
can yayinlari;0.028974158;0.017592215;
can yucel;0.172278778;0.020450524;
canakkale;0.089271731;0.018510957;
canakkale de evi yanan yasli cifte yardim ediyoruz;0.007830854;0.019872057;
canakkale zaferi nin 100. yilina ozel reklam filmi;0.000783085;0.016333197;
canan efendigil karatay;0.003132341;0.014733905;
canan karatay in meslekten men edilmesi;0.000783085;0.016060977;
candan ercetin;0.102584182;0.025588676;
candan ercetin beyazit ozturk atismasi;0.000783085;0.01657139;
candy crush;0.04385278;0.040390636;
caner erkin;0.146436962;0.096263781;
caner taslaman;0.027407987;0.025486593;
cani istemiyorsa telefona yanit vermeyen insan;0.005481597;0.063393222;
canim ailem;0.039937353;0.022117871;
canim kardesim;0.061080658;0.022764394;
canon vs nikon;0.003132341;0.01466585;
captain america civil war;0.014095536;0.024533823;
caresizligi anlatan en iyi cumle;0.003915427;0.039029536;
caresizlik;0.064212999;0.019838029;
carl s jr.;0.006264683;0.015720702;
carlos carvalhal;0.024275646;0.022832449;
cassio de souza soares lincoln;0.02192639;0.019701919;
cay;0.144870791;0.04563087;
cay efsaneleri;0.01174628;0.112052538;
cay koyulur mu dokulur mu sorunsali;0;0.020790799;
cayi sekersiz icmek;0.007830854;0.099666531;
caykur didi;0.007047768;0.027119913;
caylak;0.102584182;0.273989383;
caylak modu;0.007047768;0.020858854;
caylak onay listesi;0.026624902;0.461957261;
caylaklarin ortalama onay bekleme suresi;0.000783085;0.021028991;
cehennem;0.083790133;0.016537362;
cekilisle bir seyler kazanmis sansli yazarlar;;0.018919287;
celal ile ceren;0.025841817;0.021573431;
celal sengor;0.051683634;0.053491221;
cem adrian;0.092404072;0.040594801;
cem garipoglu;0.053249804;0.043759358;
cem karaca;0.137823023;0.022526201;
cem toker;0.021143305;0.01316864;
cem uzan;0.126859828;0.037464271;
cem uzan a hapis soku;0.068128426;0.027494215;
cem yilmaz;0.364917776;0.123587859;
cemaat akp savasi;0.027407987;0.03178168;
cemaat uyelerini odtu den kovduk;0.002349256;0.020008167;
cemal sureya;0.20908379;0.043351028;
cemberimde gul oya;0.070477682;0.018885259;
cengiz candar;0.037588097;0.01357697;
cengiz semercioglu;0.036805012;0.014767932;
cenk & erdem;0.003915427;0.022253981;
cenk akyol;0.027407987;0.016060977;
cenk gonen;0.048551292;0.032904587;
cenk tosun;0.078308536;0.046617667;
cennet;0.107282694;0.016129032;
cep telefonu cikmadan once sicarken ne yapiyorduk;0.001566171;0.021505376;
cep telefonu rehberinde kayitli fantastik isimler;0;0.069620253;
cep telefonu yenileme sikligi;0.000783085;0.016877637;
cesur ve guzel;0.022709475;0.014733905;
cevahir alisveris ve eglence merkezi;0.007047768;0.01616306;
ceyhun yilmaz;0.040720439;0.01561862;
ceylan ertem;0.042286609;0.029535865;
ceza;0.115896633;0.019089424;
cezaevinde unutulan yuzbasi;0.003132341;0.0153464;
chainard;0.014878622;0.016537362;
championship manager 01/02;0.015661707;0.015720702;
champix;0.01018011;0.017285967;
charles bukowski;0.098668755;0.027494215;
che guevara;0.058731402;0.018034572;
chelsea;0.182458888;0.021437321;
chp mhp hdp koalisyonu;0.004698512;0.025078263;
chp nin basina gecmesi gereken isim;0.001566171;0.01738805;
christian bale;0.068911511;0.01657139;
christoph daum;0.056382146;0.023751191;
christopher nolan;0.061863743;0.021913706;
chuck;0.054815975;0.023683136;
ciceksepeti.com;0.005481597;0.025588676;
cift soyadi kullanan kadinlar;0.001566171;0.016741527;
cigkofte;0.029757244;0.018681094;
cin halk cumhuriyeti;0.03367267;0.020280387;
cinemaximum;0.023492561;0.041717708;
cingene deyince yazarlarin aklina gelen dusunceler;0.000783085;0.02701783;
cinsel iliski teklifini reddeden erkek;0.000783085;0.029263645;
cinsel istismara ugrayanin tacizciyle evlenmesi;0.014095536;0.067986933;
cipralex;0.029757244;0.017796379;
cirkin erkeklere tavsiyeler;0.003132341;0.039199673;
cirkin kizlara tavsiyeler;0.001566171;0.016639445;
cirkin olmak;0.002349256;0.022356064;
civilization v;0.01174628;0.011331156;
cizmelerimi cikarayim mi sedye kirlenmesin;0.009397024;0.025044236;
cizre;0.020360219;0.034333742;
clash of clans;0.015661707;0.022730366;
claudio cesare prandelli;0.013312451;0.042874643;
closer;0.054815975;0.015992922;
cloud atlas;0.023492561;0.018340819;
cm101mmxi fundamentals;0.014878622;0.034844154;
cnbc e;0.123727486;0.047808629;
cnn turk;0.16523101;0.047162107;
cobanla profesorun bir oy hakkina sahip olmasi;0.003915427;0.016775555;
coca cola;0.132341425;0.043929495;
coca cola zero;0.010963195;0.017149857;
cocuguna kendi mesleginden isim vermek;0.000783085;0.068463318;
cocuk;0.223962412;0.025520621;
cocuk sahibi olmak;0.01018011;0.016809582;
cocuk sahibi olunca hayatin kaydigi gercegi;0.000783085;0.028072683;
cocuk yasta izlenmis travmatik diziler ve filmler;0;0.090104805;
cocukken alinan tadin alinamadigi seyler;0.003132341;0.016469307;
cocukken ansiklopedi okumak;0.000783085;0.042398258;
cocukken asik olunan erkekler;0.003132341;0.020688716;
cocukken babanin isyerine gitmek;0.002349256;0.042023955;
cocukken cok isteyip de aldirilamayan oyuncaklar;0.002349256;0.020280387;
cocukken hayal edilen meslek vs bugunku meslek;0;0.098645706;
cocukken hayal edilen tanri sekli;0.007830854;0.096978359;
cocukken hayvanlara yapilan iskenceler;0.004698512;0.025350483;
cocukken kardeslere yapilan iskenceler;0.002349256;0.018034572;
cocukken okunmus unutulmaz kitaplar;0.001566171;0.084966653;
cocukken sahip olunan futbolcu formalari;0;0.023853273;
cocukken yapilan abukluklar;0.013312451;0.101538043;
cocukken yapilan deneyler;0.002349256;0.018306792;
cocukken yapilan hayvanliklar;0.004698512;0.021777596;
cocukken yapilan psikopatliklar;0.002349256;0.035082347;
cocuklar duymasin;0.079091621;0.023036614;
cocuklarimiza arap ismi koymuyoruz kampanyasi;0.000783085;0.020144277;
cocuklarin telaffuz hatalari;0.003132341;0.057744658;
cocuklarin yarattigi kelimeler;0.000783085;0.038451068;
cocuklarla girilen komik diyaloglar;0.018794049;0.200830271;
cocukluk;0.042286609;0.01466585;
cocukluk donemi korkulari;0.001566171;0.034333742;
cocukluk donemi sanrilari;0.021143305;0.115489315;
cocuklukta asik olunan unluler;0;0.023036614;
cocuktu;0.015661707;0.02729005;
cok guzel hareketler bunlar;0.053249804;0.028276848;
cok iyi bir insan oldugu dusunulen unluler;0.004698512;0.041989928;
cok kitap okuyan erkek;0.002349256;0.022832449;
cok kotu butonuna basarken soylenen sozler;0.002349256;0.020246359;
cok mutsuz olmasina ragmen gulebilen insan;0.001566171;0.039539948;
cok sevip cok ozledigi halde aramayan insan;0;0.030726827;
cok sevmek;0.01174628;0.01561862;
coldplay;0.102584182;0.029399755;
colin kazim richards;0.043069695;0.034844154;
community;0.034455756;0.010106166;
conan o brien;0.040720439;0.01425752;
connected2.me;0.010963195;0.020212332;
cop bulamayinca copu elinde tasiyan insanlar;0.003132341;0.04277256;
cosmos a space time odyssey;0.012529366;0.014189465;
couchsurfing;0.039937353;0.016945692;
counter strike global offensive;0.018794049;0.051177351;
coupling;0.083007048;0.015006125;
cristian baroni;0.057165231;0.023649108;
cristiano ronaldo;0.177760376;0.12032122;
cristiano ronaldo vs lionel messi;0.01174628;0.033449027;
cumartesi calismak;0.010963195;0.034776099;
cumartesi gecesi evde oturan ezik ve yalniz insan;0.046985121;0.166632639;
cumartesi gecesi evde oturmak;0.006264683;0.023002586;
cumartesi sabahi erken kalkmak icin bir neden;0.000783085;0.023478971;
cumhurbaskani ndan dolar bozdurun cagrisi;0;0.023444944;
cumhuriyet;0.1871574;0.024840071;
cumhuriyet bayrami;0.025841817;0.017932489;
cumhuriyet halk partisi;0.086139389;0.136654417;
cuneyt arkin;0.114330462;0.01629917;
cuneyt cakir;0.089271731;0.098373486;
cuneyt ozdemir;0.093187157;0.071219545;
cuppa;0.006264683;0.024057438;
d smart;0.05403289;0.047468354;
d&r;0.086139389;0.050939159;
da vinci s demons;0.022709475;0.021981761;
dag 2;0.007047768;0.02905948;
daha ileri giderseniz sinir kapilarini acariz;0.003915427;0.020552607;
damacanayi tek basina dis kapidan mutfaga alan kiz;0.003132341;0.024091466;
daniel guiza;0.069694597;0.040628828;
dany achille nounkeu tchounkeu;0.019577134;0.030658772;
daredevil;0.028974158;0.015958895;
dave mustaine;0.036021926;0.01371308;
david beckham;0.106499608;0.024397713;
david bowie;0.082223962;0.027630325;
david gilmour;0.054815975;0.013338778;
de lerin yazilisina takmis guruh;0.003132341;0.029944195;
deadpool;0.036805012;0.039267728;
death note;0.057948316;0.026949775;
decathlon;0.01174628;0.022526201;
dedenin olmesi;0.003132341;0.019838029;
dedesinin mezar tasini okuyamayan tek toplum;0;0.018885259;
defalarca pisman olunup yine de yapilan hareketler;0.004698512;0.030930992;
defne joy foster;0.037588097;0.031577515;
defne samyeli;0.020360219;0.020008167;
deli;0.139389193;0.01684361;
deli gibi satabilecek urunler;0.005481597;0.025860896;
deliberte;0.007047768;0.009051313;
delirmemek icin yapilanlar;0;0.019531782;
demba ba;0.090837901;0.060671022;
demet akalin;0.173061864;0.048795427;
demet evgar;0.045418951;0.023104669;
demokrasi;0.196554424;0.039335783;
deniz;0.133907596;0.015788757;
deniz ates bitnel;0.013312451;0.018068599;
deniz baykal;0.159749413;0.095753369;
deniz feneri dernegi;0.016444792;0.012692255;
deniz gezmis;0.113547377;0.043759358;
deniz seki;0.059514487;0.03150946;
denizbank;0.025841817;0.017456105;
denizli;0.083007048;0.018987342;
denys boyko;0.006264683;0.026099088;
depeche mode;0.068128426;0.01248809;
deprem;0.06577917;0.017456105;
depresyon;0.110415035;0.061487682;
depresyondan cikaran sarkilar;0;0.018102627;
depresyondan cikma yontemleri;0.002349256;0.032768477;
derdini kimseyle paylasmayan insan;0.003132341;0.060058527;
derin futbol;0.03367267;0.071798013;
deron williams;0.021143305;0.01289642;
derrick rose;0.022709475;0.01439363;
ders calismamak icin yapilan anlamsiz hareketler;0.068128426;0.118177487;
ders notlarini arkadaslarina vermeyen ogrenci;0.000783085;0.020076222;
dershanelerin kapatilmasi;0.003915427;0.020892881;
dersim katliami;0.029757244;0.014835987;
derya buyukuncu;0.026624902;0.023342861;
devamini okuyayim;0.021143305;0.01561862;
devlet;0.199686766;0.01589084;
devlet bahceli;0.180892717;0.231489043;
devlet bahceli eksi de yazar olsa kullanacagi nick;;0.022117871;
devlet hastanesiyle ozel hastane arasindaki fark;;0.018374847;
devrimci sosyalist isci partisi;0.014095536;0.011297128;
dexter;0.173844949;0.091976317;
dhkp c;0.028974158;0.020348442;
diablo iii;0.0321065;0.059275895;
diana taurasi;0.021143305;0.009391588;
dibe vurmus insanlara tavsiyeler;0.000783085;0.026847693;
dick advocaat;0.02192639;0.035933034;
didem arslan yilmaz;0.009397024;0.023104669;
didier deguy zokora;0.005481597;0.014291548;
didier drogba;0.155833986;0.101401933;
diego alfredo lugano moreno;0.02192639;0.032394174;
diego forlan;0.03367267;0.013781135;
diego maradona;0.013312451;0.017898462;
diego ribas da cunha;0.014095536;0.034980264;
digiturk;0.159749413;0.125493399;
digiturk web tv;0.004698512;0.017319995;
digiturkplay;0.022709475;0.041241323;
diktator olunca yapilacak ufak simarikliklar;0.026624902;0.028889343;
dilara gonder;0.021143305;0.019906084;
dilek dogan in vurulma goruntusu;0.004698512;0.026371308;
dili bilinmedigi halde huzunlendiren sarkilar;0;0.031577515;
din;0.205168363;0.040254526;
din kulturu ve ahlak bilgisi;0.015661707;0.016197087;
din kulturu ve ahlak bilgisi ogretmeni;0.003915427;0.033449027;
dinlemekten bikilmayan sarkilar;0.000783085;0.01629917;
direksiyon sinavi;0.004698512;0.039233701;
dirilis ertugrul;0.030540329;0.02810671;
dirk kuyt;0.091620987;0.043419083;
dirk nowitzki;0.034455756;0.017660269;
dis agrisi;0.021143305;0.02837893;
dis teli;0.010963195;0.018136654;
disaridayken etraftan duyulan yaran diyaloglar;0.01018011;0.130325303;
disko krali;0.062646829;0.08717844;
divxplanet;0.068911511;0.029229618;
diyanet in parasini bitirip ek butce istemesi;0.003132341;0.018510957;
diyanet isleri baskanligi;0.028974158;0.024431741;
diyarbakir;0.111981206;0.020076222;
dizi tarihinin en iyi ikilileri;0;0.019769974;
dizi tarihinin en karizmatik karakterleri;0.000783085;0.020824826;
dizi tarihinin en sevilen kotu karakterleri;0;0.017013747;
diziler ve satin aldirdiklari urunler;0.000783085;0.017490132;
dizimag;0.039154268;0.064243909;
django unchained;0.028191073;0.032224037;
doctor who;0.118245889;0.04454199;
dogal antidepresan;0.007047768;0.019906084;
dogru bilgiler;0.003915427;0.002824282;
dogru insani beklemek;0.002349256;0.025826868;
dogru insani bulamamak;0.002349256;0.017898462;
dogu perincek;0.08770556;0.037089969;
dogumgunu;0.009397024;0.022322036;
dogus;0.090837901;0.018953314;
doktor;0.103367267;0.020008167;
doktor hasta diyaloglari;0.000783085;0.028583095;
doktor maasi;0.007830854;0.03096502;
doktorlar;0.085356304;0.024363686;
doktorlardan nefret etme sebepleri;0.002349256;0.01697972;
doktorlarin hastalara sen diye hitap etmeleri;0.004698512;0.02688172;
dolar;0.088488645;0.030760855;
dolmus diyaloglari;0.000783085;0.018034572;
dolmusta inecegim deme sekilleri;0.001566171;0.054205798;
domatese bibere zeytinyagi dokup kahvalti eden tip;0.000783085;0.017456105;
domino s pizza;0.017227878;0.110044916;
domuz eti;0.012529366;0.062678644;
domuz gribi;0.029757244;0.020960936;
donald trump;0.072043853;0.10238873;
donanimhaber;0.043069695;0.027902545;
donanimhaber oluculeri;0.035238841;0.021471349;
dondurmasi super olan mekanlar rehberi;0;0.019804002;
doneri super olan mekanlar rehberi;0;0.019804002;
donnie darko;0.067345341;0.016265142;
dort kelimeyle ilk bulusmani mahvet;0.000783085;0.022866476;
dost;0.127642913;0.02769838;
dota;0.048551292;0.0139853;
dota 2;0.045418951;0.059990472;
dovme;0.036805012;0.037804546;
dovme yaptirilasi sozler;0.004698512;0.079488226;
dream theater;0.083790133;0.016401252;
dropbox;0.028191073;0.016911665;
duanin hicbir ise yaramamasi;0.001566171;0.020348442;
dubai;0.039154268;0.015924867;
dubstep;0.020360219;0.016469307;
dudayeva;0.015661707;0.01194365;
dugun;0.042286609;0.019531782;
dugun dernek;0.027407987;0.025282428;
dugun istemeyen hatun;0.004698512;0.03164557;
dugun salonuna kayikla inerken yere dusen cift;0;0.017898462;
dugunde calmasi istenen giris parcasi;0;0.027494215;
dugunde cilginca dans eden tesetturlu kiz;0.001566171;0.022219954;
dugunde damadi cileden cikaran gelin;0.000783085;0.020960936;
dukan;0.007830854;0.01194365;
duman;0.148786218;0.035626786;
dunun en begenilen entry leri;0.022709475;0.024227576;
dunya;0.170712608;0.031033075;
dunya kadinlar gunu;0.017227878;0.033483054;
dunyada uretilmis cumleler;0.009397024;0.026167143;
dunyadaki en yorucu sey;0;0.017932489;
dunyadaki her seyin anlamini karsilayan kelime;0;0.020994964;
dunyanin en guzel kadini;0.005481597;0.023547026;
dunyanin en guzel kokulari;0.001566171;0.018102627;
dunyanin en guzel yemegi;0;0.018306792;
dunyanin en huzunlu sarkisi;0.001566171;0.023955356;
dunyanin en kisa korku hikayesi;0.010963195;0.059990472;
dunyanin en kisa ve huzunlu siiri;0.001566171;0.020552607;
dunyanin en luks seyi;0.000783085;0.01711583;
dunyanin en mukemmel ikilileri;0.003132341;0.020314414;
dunyanin en mukemmel uclemeleri;0.003915427;0.018613039;
dunyanin en mukemmel ucluleri;0.01018011;0.063018919;
dunyanin en samimiyetsiz cumlesi;0.001566171;0.099020008;
dunyanin en sinir bozucu sesi;0.000783085;0.024159521;
dunyanin gelmis gecmis en yakisikli erkegi;0.000783085;0.020416497;
dunyanin yok olusuna 5 dakika kala dinlenen sarki;0.002349256;0.056859943;
duolingo;0.013312451;0.01439363;
duran adam;0.036021926;0.028889343;
durduk yere adamin amina koyan sarkilar;0.039154268;0.245882673;
dursun ozbek;0.050900548;0.051245406;
dusko tosic;0.02192639;0.024499796;
dusun ki o bunu okuyor;0.032889585;0.346297809;
duygun yarsuvat;0.016444792;0.016197087;
duygusal bag kurulan gida maddeleri;0;0.028446985;
duyulmamis kufurler;0.007830854;0.033585137;
duyulmus en enteresan iltifat;0;0.026235198;
duyulmus en guzel iltifat;0;0.02769838;
duz adam;0.215348473;0.033414999;
duz vites vs otomatik vites;0.000783085;0.021097046;
duzgun erkeklerin hepsinin kapilmis olmasi;0.003915427;0.077956989;
dwight howard;0.035238841;0.014019328;
dwyane wade;0.025058731;0.012011705;
e kitap;0.016444792;0.03082891;
e kitap servisi meritokrasi;0.006264683;0.019259562;
e sigara;0.010963195;0.043146863;
ebru gundes;0.094753328;0.04318089;
ebru salli;0.028974158;0.01616306;
ece erken;0.039937353;0.019633864;
ece temelkuran;0.098668755;0.04617531;
ecem uzgor;0.003915427;0.026269226;
edip cansever;0.122944401;0.019769974;
edirne;0.08770556;0.020960936;
efes pilsen;0.084573218;0.031611542;
efkan ala;0.0321065;0.028038655;
efsanevi yalanlar;0.001566171;0.017490132;
ege universitesi;0.042286609;0.01643528;
egemen bagis;0.09945184;0.05811896;
egemen korkmaz;0.079091621;0.031475432;
ego;0.218480814;0.021913706;
ek$ibition;0.018010963;0.031713625;
ekmek arasi patates kizartmasi;0.002349256;0.021947734;
ekmek arasina konulabilecek muhtesem seyler;0.000783085;0.026813665;
ekmek icin ekmeleddin;0.013312451;0.017183885;
ekmeleddin ihsanoglu;0.046985121;0.063801552;
eksi;0.155050901;0.033925412;
eksi duyuru;0.07595928;0.028583095;
eksi fest;0.018794049;0.029365728;
eksi fest 2012;0.01174628;0.023887301;
eksi fest 2013;0.007830854;0.029161563;
eksi fest 2014;0.006264683;0.01725194;
eksi itiraf;0.158966327;1;
eksi roman;0.005481597;0.037532326;
eksi seyler;0.012529366;0.020042194;
eksi sozluk;0.584181676;0.450115693;
eksi sozluk 1.80 ve ustu boyda erkekler veritabani;0.000783085;0.027664353;
eksi sozluk 2016 yilbasi cekilisi;0;0.082822921;
eksi sozluk beta;0.02192639;0.054478018;
eksi sozluk counter strike 1.6 public sunucusu;0.007047768;0.013066558;
eksi sozluk dertlesecek insan veritabani;0.030540329;0.180209609;
eksi sozluk disari cikmalik arkadas veritabani;0.002349256;0.042398258;
eksi sozluk e bir daha gelinse alinacak nick ler;0.009397024;0.109500476;
eksi sozluk eski zamanlar fiyat listesi;0.002349256;0.025316456;
eksi sozluk fuck buddy araniyor ilanlari;0.039154268;0.077106302;
eksi sozluk gece tayfasi;0.015661707;0.039437866;
eksi sozluk ios uygulamasi;0.007830854;0.017932489;
eksi sozluk is agi;0.007830854;0.072478563;
eksi sozluk is gelistirme ve proje platformu;0.000783085;0.012692255;
eksi sozluk nerede ne yenir veritabani;0;0.017898462;
eksi sozluk on bir yasinda zirvesi;0.001566171;0.016673472;
eksi sozluk on iki yasinda zirvesi;0.025058731;0.042670478;
eksi sozluk ps3 fifa 13 ligi;0.000783085;0.002688172;
eksi sozluk sevgili araniyor ilanlari;0.003915427;0.019838029;
eksi sozluk te mesajlasmanin caylaklara acilmasi;0.002349256;0.017762352;
eksi sozluk te yazar olmak;0.007047768;0.039982306;
eksi sozluk un saka maka 30 luk teyze kaynamasi;0.003132341;0.053287056;
eksi sozluk un savciliga yazar bilgilerini vermesi;0.01018011;0.014155438;
eksi sozluk un yeni tasarimi icin ne dediler;0;0.023989383;
eksi sozluk yakit tuketimi veritabani;0.001566171;0.053559276;
eksi sozluk yazarlarinin en sevdigi siirler;0.002349256;0.050428746;
eksi sozluk yazarlarinin hayat ozetleri;0.000783085;0.020110249;
eksi sozluk yazarlarinin irklari;0;0.019395672;
eksi sozluk yazarlarinin vasiyetleri;0.003915427;0.01684361;
eksi sozluk yazarlarinin yasamak istedigi ulke;0.000783085;0.037396216;
eksi sozlukculer delikanliysa adlarini aciklar;0.000783085;0.022934531;
eksi yazariyim dendiginde gelen tepki;0;0.018544984;
eksin;0.029757244;0.01548251;
eksitter;0.001566171;0.027902545;
elano blumer;0.034455756;0.020688716;
elazig;0.034455756;0.01452974;
elcin sangu;0.025058731;0.035558731;
elidor miss turkey 2014;0.000783085;0.01738805;
elidor miss turkey 2015;0.001566171;0.018749149;
elif safak;0.093187157;0.054512046;
elit kesimin cocuklara koydugu sikimsonik isimler;0.01018011;0.066625834;
elleri guzel erkekler;0.003132341;0.018034572;
elon musk;0.024275646;0.017490132;
emin colasan;0.060297572;0.01357697;
emine erdogan;0.039937353;0.026711583;
emine ulker tarhan;0.046202036;0.054171771;
eminem;0.086922475;0.017149857;
eminonu ndeki baklava izdihami;0.017227878;0.023683136;
emir preldzic;0.02192639;0.020348442;
emlak balonu;0.014095536;0.052674561;
emlakci;0.025841817;0.016911665;
emma watson;0.0321065;0.016809582;
emmanuel eboue;0.052466719;0.028344903;
emmanuel emenike;0.060297572;0.067918878;
empati;0.196554424;0.017592215;
emrah serbes;0.108065779;0.047842657;
emre akoz;0.05559906;0.024057438;
emre aydin;0.072826938;0.02701783;
emre belozoglu;0.238841034;0.153906356;
emre colak;0.090054816;0.041241323;
emre mor;0.027407987;0.072988975;
en az 10 defa izlenen tek film;0.000783085;0.065605009;
en az 3 cocuk dogurun;0.01174628;0.018034572;
en basit hukuk bilgisi;0.000783085;0.01657139;
en cok kompleksli insan barindiran meslek grubu;0;0.023717163;
en cok kufur yiyen esyalar;0.002349256;0.017762352;
en enteresan uyku sayiklamalari;0.002349256;0.048285014;
en gaz sarkilar;0.003132341;0.026813665;
en guzel bira;0.000783085;0.072750783;
en guzel erkek isimleri;0.000783085;0.024363686;
en guzel erkek parfumu;0.002349256;0.022253981;
